study-order,layer,group,course,topic-id,topic-code,topic-name,question-number,question-numbers,question-id,source-blank-count,canonical-occurrences,active-copy-occurrences,total-occurrences,current-types,marker-occurrences,ledger-status,seed-state,seed-source,keyboard-answer,correct-label,correct-content,source-prompt,current-content,layout-template,canonical-placements,active-copy-placements
592,62,Mathematical-Foundations,MF2,3737,MF2.5.3.4,Solving Exponential Equations With Different Bases Using Logarithms,6,6,242921,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,6ln(9)/(3ln(7) + ln(9)),,,"Expressed in terms of natural logarithms, determine the value of [MATH: x] that satisfies the equation [MATH: 7^{3x} = 9^{6 − x}.][MATH: x =]
[FREE_ENTRY 1]","Expressed in terms of natural logarithms, solve $7^{3x}=9^{6-x}$.

$x =$ ==6ln(9)/(3ln(7) + ln(9))==.","Expressed in terms of natural logarithms, solve $7^{3x}=9^{6-x}$.

$x =$ ==6ln(9)/(3ln(7) + ln(9))==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.3. Exponential Equations/Lessons/5.3.4. Solving Exponential Equations With Different Bases Using Logarithms.md,
593,62,Mathematical-Foundations,MF3,677,MF3.1.2.3,Finding the First Term of an Arithmetic Series,2,2,233787,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2.2,,,"If the sum of the first [MATH: 50] terms of an arithmetic series is [MATH: S_{50} = 600,] and the last term is [MATH: a_{50} = 21.8,] then the first term of the series is [MATH: a_{1} =][FREE_ENTRY 1].","If $S_{50}=600$ and $a_{50}=21.8$ for an arithmetic series, then $a_1 =$ ==2.2==.","If $S_{50}=600$ and $a_{50}=21.8$ for an arithmetic series, then $a_1 =$ ==2.2==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.2. Arithmetic Series/Lessons/1.2.3. Finding the First Term of an Arithmetic Series.md,
594,62,Mathematical-Foundations,MF3,677,MF3.1.2.3,Finding the First Term of an Arithmetic Series,4,4,250844,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,0.8,,,"If the sum of the first [MATH: 20] terms of an arithmetic series is [MATH: S_{20} = 301,] and the common difference is [MATH: d = 1.5,] then the first term of the series is [MATH: a_{1} =][FREE_ENTRY 1].","If $S_{20}=301$ and $d=1.5$ for an arithmetic series, then $a_1 =$ ==0.8==.","If $S_{20}=301$ and $d=1.5$ for an arithmetic series, then $a_1 =$ ==0.8==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.2. Arithmetic Series/Lessons/1.2.3. Finding the First Term of an Arithmetic Series.md,
595,62,Mathematical-Foundations,MF3,677,MF3.1.2.3,Finding the First Term of an Arithmetic Series,5,5,233997,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3,,,"If the [MATH: 15]th term of an arithmetic series is [MATH: − 53] and the sum of the first [MATH: 21] terms is [MATH: − 777,] then the first term of the series is [MATH: a_{1} =][FREE_ENTRY 1].","If $a_{15}=-53$ and $S_{21}=-777$ for an arithmetic series, then $a_1 =$ ==3==.","If $a_{15}=-53$ and $S_{21}=-777$ for an arithmetic series, then $a_1 =$ ==3==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.2. Arithmetic Series/Lessons/1.2.3. Finding the First Term of an Arithmetic Series.md,
596,62,Mathematical-Foundations,MF3,677,MF3.1.2.3,Finding the First Term of an Arithmetic Series,7,7,250879,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-5,,,"If the [MATH: 16]th term of an arithmetic series is [MATH: 7] and the sum of the first [MATH: 20] terms is [MATH: 52,] then the first term of the series is [MATH: a_{1} =][FREE_ENTRY 1].","If $a_{16}=7$ and $S_{20}=52$ for an arithmetic series, then $a_1 =$ ==-5==.","If $a_{16}=7$ and $S_{20}=52$ for an arithmetic series, then $a_1 =$ ==-5==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.2. Arithmetic Series/Lessons/1.2.3. Finding the First Term of an Arithmetic Series.md,
597,63,Mathematical-Analysis-&-Modeling,DEQ,290,DEQ.5.1.1,The Floor and Ceiling Functions,1,1,181720,1,3,0,3,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3,,,[MATH: ⌊π⌋ =][FREE_ENTRY 1],$\lfloor \pi\rfloor =$ ==3==.,$\lfloor \pi\rfloor =$ ==3==.,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Lessons/5.1.1. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Lessons/9.1.2. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Structures-&-Proof/MOP/5. Sequences & Functions/5.2. Functions/Lessons/5.2.8. The Floor and Ceiling Functions.md,
598,63,Mathematical-Analysis-&-Modeling,DEQ,290,DEQ.5.1.1,The Floor and Ceiling Functions,2,2,181980,1,3,0,3,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,6,,,[MATH: ⌊6⌋ =][FREE_ENTRY 1],$\lfloor 6\rfloor =$ ==6==.,$\lfloor 6\rfloor =$ ==6==.,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Lessons/5.1.1. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Lessons/9.1.2. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Structures-&-Proof/MOP/5. Sequences & Functions/5.2. Functions/Lessons/5.2.8. The Floor and Ceiling Functions.md,
599,63,Mathematical-Analysis-&-Modeling,DEQ,290,DEQ.5.1.1,The Floor and Ceiling Functions,5,5,181940,1,3,0,3,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3,,,[MATH: ⌈e⌉ =][FREE_ENTRY 1],$\lceil e\rceil =$ ==3==.,$\lceil e\rceil =$ ==3==.,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Lessons/5.1.1. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Lessons/9.1.2. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Structures-&-Proof/MOP/5. Sequences & Functions/5.2. Functions/Lessons/5.2.8. The Floor and Ceiling Functions.md,
600,63,Mathematical-Analysis-&-Modeling,DEQ,290,DEQ.5.1.1,The Floor and Ceiling Functions,6,6,181981,1,3,0,3,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-4,,,[MATH: ⌈ − 4⌉ =][FREE_ENTRY 1],$\lceil -4\rceil =$ ==-4==.,$\lceil -4\rceil =$ ==-4==.,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Lessons/5.1.1. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Lessons/9.1.2. The Floor and Ceiling Functions.md;vault/MA/Mathematical-Structures-&-Proof/MOP/5. Sequences & Functions/5.2. Functions/Lessons/5.2.8. The Floor and Ceiling Functions.md,
601,63,Mathematical-Foundations,MF3,2857,MF3.2.1.12,Solving Inequalities Involving Exponential Functions,1,1,276944,2,1,4,5,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-ln(6)/(2ln(8)),,,"Solve the inequality [MATH: 2 ⋅ 8^{2x} < (1)/(3).][MATH: x]
[FREE_ENTRY 1][FREE_ENTRY 2]","Solve $2\cdot8^{2x}<\frac13$. Enter the boundary in keyboard form using `ln`, parentheses, and `/`.

$x <$ ==-ln(6)/(2ln(8))==.","Solve $2\cdot8^{2x}<\frac13$. Enter the boundary in keyboard form using `ln`, parentheses, and `/`.

$x <$ ==-ln(6)/(2ln(8))==.",vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.1. Single-Variable Inequalities/Lessons/2.1.12. Solving Inequalities Involving Exponential Functions.md,vault/253/M2/OHW-3/Prerequisites/Solving Inequalities Involving Exponential Functions - 2857.md;vault/253/M2/WHW-2/Prerequisites/Solving Inequalities Involving Exponential Functions - 2857.md;vault/253/M3/OHW-5/Prerequisites/Solving Inequalities Involving Exponential Functions - 2857.md;vault/253/M4/OHW-7/Prerequisites/Solving Inequalities Involving Exponential Functions - 2857.md
602,65,Mathematical-Foundations,MF2,3958,MF2.7.1.5,Properties of Finite Series,3,3,233747,1,1,6,7,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,43,,,[MATH: ∑_(i = 1)^(43)1 =][FREE_ENTRY 1],$\displaystyle \sum_{i=1}^{43}1 =$ ==43==.,$\displaystyle \sum_{i=1}^{43}1 =$ ==43==.,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.5. Properties of Finite Series.md,vault/252/M1/OHW-1/Prerequisites/Properties of Finite Series - 3958.md;vault/252/M1/WHW-1/Prerequisites/Properties of Finite Series - 3958.md;vault/252/M2/OHW-2/Prerequisites/Properties of Finite Series - 3958.md;vault/252/M2/WHW-2/Prerequisites/Properties of Finite Series - 3958.md;vault/253/M3/OHW-4/Prerequisites/Properties of Finite Series - 3958.md;vault/253/M3/OHW-5/Prerequisites/Properties of Finite Series - 3958.md
603,65,Mathematical-Foundations,MF2,3958,MF2.7.1.5,Properties of Finite Series,5,5,233748,1,1,6,7,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-3,,,"If [MATH: ∑_(i = 1)^(51)a_{i} = 2] and [MATH: ∑_(i = 1)^(51)b_{i} = − 5,] then[MATH: ∑_(i = 1)^(51)(a_{i} + b_{i}) =]
[FREE_ENTRY 1].","If $\displaystyle \sum_{i=1}^{51}a_i=2$ and $\displaystyle \sum_{i=1}^{51}b_i=-5$, then

$\displaystyle \sum_{i=1}^{51}(a_i+b_i) =$ ==-3==.","If $\displaystyle \sum_{i=1}^{51}a_i=2$ and $\displaystyle \sum_{i=1}^{51}b_i=-5$, then

$\displaystyle \sum_{i=1}^{51}(a_i+b_i) =$ ==-3==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.5. Properties of Finite Series.md,vault/252/M1/OHW-1/Prerequisites/Properties of Finite Series - 3958.md;vault/252/M1/WHW-1/Prerequisites/Properties of Finite Series - 3958.md;vault/252/M2/OHW-2/Prerequisites/Properties of Finite Series - 3958.md;vault/252/M2/WHW-2/Prerequisites/Properties of Finite Series - 3958.md;vault/253/M3/OHW-4/Prerequisites/Properties of Finite Series - 3958.md;vault/253/M3/OHW-5/Prerequisites/Properties of Finite Series - 3958.md
604,65,Mathematical-Foundations,MF3,3764,MF3.1.1.3,The Special Case of the Binomial Theorem,2,2,234001,2,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"2, 9/5",,,"[MATH: (1 + (t)/(5))^{10} =][MATH: 1 +]
[FREE_ENTRY 1][MATH: t +]
[FREE_ENTRY 2][MATH: t^{2} + ⋯]","> A calculator is required to answer this question.

Complete the first three terms in ascending powers of $t$:

$\left(1+\frac{t}{5}\right)^{10}=1+$ ==2== $t+$ ==9/5== $t^2+\cdots$.","> A calculator is required to answer this question.

Complete the first three terms in ascending powers of $t$:

$\left(1+\frac{t}{5}\right)^{10}=1+$ ==2== $t+$ ==9/5== $t^2+\cdots$.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.3. The Special Case of the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/The Special Case of the Binomial Theorem - 3764.md
605,65,Mathematical-Foundations,MF3,3764,MF3.1.1.3,The Special Case of the Binomial Theorem,3,3,234002,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1 - 48t + 960t^2,,,"Find, in ascending powers of [MATH: t,] the first three terms in the binomial expansion of [MATH: (1 − 8t)^{6}.][MATH: (1 − 8t)^{6} =]
[FREE_ENTRY 1][MATH: + ⋯]","> A calculator is required to answer this question.

Complete the first three terms in ascending powers of $t$:

$(1-8t)^6 =$ ==1 - 48t + 960t^2== $+\cdots$.","> A calculator is required to answer this question.

Complete the first three terms in ascending powers of $t$:

$(1-8t)^6 =$ ==1 - 48t + 960t^2== $+\cdots$.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.3. The Special Case of the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/The Special Case of the Binomial Theorem - 3764.md
606,65,Mathematical-Foundations,MF3,3764,MF3.1.1.3,The Special Case of the Binomial Theorem,6,6,250997,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3840,,,The coefficient of [MATH: k^{4}] in the expansion of [MATH: (1 − 4k)^{6}] is[FREE_ENTRY 1].,"> A calculator is required to answer this question.

The coefficient of $k^4$ in the expansion of $(1-4k)^6$ is ==3840==.","> A calculator is required to answer this question.

The coefficient of $k^4$ in the expansion of $(1-4k)^6$ is ==3840==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.3. The Special Case of the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/The Special Case of the Binomial Theorem - 3764.md
607,66,Mathematical-Foundations,MF3,1158,MF3.1.1.4,Approximating Values Using the Binomial Theorem,2,2,234173,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1.17165,,,"Use the first four terms of the binomial expansion of [MATH: (1 + x)^{8}] in ascending powers of [MATH: x] to approximate [MATH: (1.02)^{8}.] Round your answer to five decimal places.[MATH: (1.02)^{8} ≈]
[FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

Use the first four terms of the binomial expansion of $(1+x)^8$ to approximate $(1.02)^8$. Round to five decimal places.

$(1.02)^8 \approx$ ==1.17165==.","> A scientific calculator is required to answer this question.

Use the first four terms of the binomial expansion of $(1+x)^8$ to approximate $(1.02)^8$. Round to five decimal places.

$(1.02)^8 \approx$ ==1.17165==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.4. Approximating Values Using the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/Approximating Values Using the Binomial Theorem - 1158.md
608,66,Mathematical-Foundations,MF3,1158,MF3.1.1.4,Approximating Values Using the Binomial Theorem,3,3,234174,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,0.762,,,"Use the first three terms of the binomial expansion of [MATH: (1 + x)^{9}] in ascending powers of [MATH: x] to approximate [MATH: (0.97)^{9}.] Round your answer to three decimal places.[MATH: (0.97)^{9} ≈]
[FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

Use the first three terms of the binomial expansion of $(1+x)^9$ to approximate $(0.97)^9$. Round to three decimal places.

$(0.97)^9 \approx$ ==0.762==.","> A scientific calculator is required to answer this question.

Use the first three terms of the binomial expansion of $(1+x)^9$ to approximate $(0.97)^9$. Round to three decimal places.

$(0.97)^9 \approx$ ==0.762==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.4. Approximating Values Using the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/Approximating Values Using the Binomial Theorem - 1158.md
609,66,Mathematical-Foundations,MF3,1158,MF3.1.1.4,Approximating Values Using the Binomial Theorem,6,6,235253,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,74902.81,,,"Use the first three terms of the binomial expansion of [MATH: (5 + x)^{7}] in ascending powers of [MATH: x] to approximate [MATH: (4.97)^{7}.] Round your answer to two decimal places.[MATH: (4.97)^{7} ≈]
[FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

Use the first three terms of the binomial expansion of $(5+x)^7$ to approximate $(4.97)^7$. Round to two decimal places.

$(4.97)^7 \approx$ ==74902.81==.","> A scientific calculator is required to answer this question.

Use the first three terms of the binomial expansion of $(5+x)^7$ to approximate $(4.97)^7$. Round to two decimal places.

$(4.97)^7 \approx$ ==74902.81==.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.4. Approximating Values Using the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/Approximating Values Using the Binomial Theorem - 1158.md
610,66,Mathematical-Foundations,MF3,1158,MF3.1.1.4,Approximating Values Using the Binomial Theorem,7,7,266369,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1.53,,,"Calculate the percentage error obtained when approximating the value of [MATH: (1.09)^{7}] using the first three terms of the binomial expansion of [MATH: (1 + x)^{7}] in ascending powers of [MATH: x.] Round your final percentage error to two decimal places.[MATH: %error ≈]
[FREE_ENTRY 1][MATH: %]","> A scientific calculator is required to answer this question.

Approximate $(1.09)^7$ using the first three terms of the binomial expansion of $(1+x)^7$, then calculate the percentage error. Round to two decimal places.

Percentage error $\approx$ ==1.53==%.","> A scientific calculator is required to answer this question.

Approximate $(1.09)^7$ using the first three terms of the binomial expansion of $(1+x)^7$, then calculate the percentage error. Round to two decimal places.

Percentage error $\approx$ ==1.53==%.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.4. Approximating Values Using the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/Approximating Values Using the Binomial Theorem - 1158.md
611,66,Mathematical-Foundations,MF3,1158,MF3.1.1.4,Approximating Values Using the Binomial Theorem,9,9,266378,1,1,1,2,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,4.52,,,"Calculate the percentage error obtained when approximating the value of [MATH: (0.91)^{7}] using the first three terms of the binomial expansion of [MATH: (1 + x)^{7}] in ascending powers of [MATH: x.] Round your final percentage error to two decimal places.[MATH: %error ≈]
[FREE_ENTRY 1][MATH: %]","> A scientific calculator is required to answer this question.

Approximate $(0.91)^7$ using the first three terms of the binomial expansion of $(1+x)^7$, then calculate the percentage error. Round to two decimal places.

Percentage error $\approx$ ==4.52==%.","> A scientific calculator is required to answer this question.

Approximate $(0.91)^7$ using the first three terms of the binomial expansion of $(1+x)^7$, then calculate the percentage error. Round to two decimal places.

Percentage error $\approx$ ==4.52==%.",vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.1. The Binomial Theorem/Lessons/1.1.4. Approximating Values Using the Binomial Theorem.md,vault/253/M5/OHW-10/Prerequisites/Approximating Values Using the Binomial Theorem - 1158.md
612,67,Mathematical-Foundations,MF3,4315,MF3.15.1.6,Applying the Addition Law With Event Complements,2,2,264067,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,0.25,,,"Given that [MATH: P(A) = 0.65,] [MATH: P(B) = 0.45,] and [MATH: P(A∪B) = 0.75,] find [MATH: P(A^{′}∩B^{′}).][MATH: P(A^{′}∩B^{′}) =]
[FREE_ENTRY 1]","Given $P(A)=0.65$, $P(B)=0.45$, and $P(A\cup B)=0.75$,

$P(A'\cap B') =$ ==0.25==.","Given $P(A)=0.65$, $P(B)=0.45$, and $P(A\cup B)=0.75$,

$P(A'\cap B') =$ ==0.25==.",vault/MA/Mathematical-Foundations/MF3/15. Probability/15.1. Probability/Lessons/15.1.6. Applying the Addition Law With Event Complements.md,
613,67,Mathematical-Foundations,MF3,4315,MF3.15.1.6,Applying the Addition Law With Event Complements,3,3,264077,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,5/6,,,"Given that [MATH: P(A) = (1)/(4),] [MATH: P(B) = (1)/(6),] and [MATH: P(A∩B) = (1)/(12),] find [MATH: P(A^{′}∪B).] Do not round your answer.[MATH: P(A^{′}∪B) =]
[FREE_ENTRY 1]","Given $P(A)=1/4$, $P(B)=1/6$, and $P(A\cap B)=1/12$,

$P(A'\cup B) =$ ==5/6==.","Given $P(A)=1/4$, $P(B)=1/6$, and $P(A\cap B)=1/12$,

$P(A'\cup B) =$ ==5/6==.",vault/MA/Mathematical-Foundations/MF3/15. Probability/15.1. Probability/Lessons/15.1.6. Applying the Addition Law With Event Complements.md,
614,67,Mathematical-Foundations,MF3,4315,MF3.15.1.6,Applying the Addition Law With Event Complements,6,6,264420,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,17/60,,,"Given that [MATH: P(B) = (1)/(3),] [MATH: P(A∩B) = (1)/(4),] and [MATH: P(A∪B) = (4)/(5),] find [MATH: P(A^{′}).] Do not round your answer.[MATH: P(A^{′}) =]
[FREE_ENTRY 1]","Given $P(B)=1/3$, $P(A\cap B)=1/4$, and $P(A\cup B)=4/5$,

$P(A') =$ ==17/60==.","Given $P(B)=1/3$, $P(A\cap B)=1/4$, and $P(A\cup B)=4/5$,

$P(A') =$ ==17/60==.",vault/MA/Mathematical-Foundations/MF3/15. Probability/15.1. Probability/Lessons/15.1.6. Applying the Addition Law With Event Complements.md,
